cam:dataFalecimento;cam:dataNascimento;cam:ideCadastro;cam:nomeCivil;cam:nomeParlamentarAtual;slnp:resource_uri
;1966-04-18;160653;ROBERTO ALVES DE LUCENA;ROBERTO DE LUCENA;4f718242-2146-4945-9965-55e67fa893a4
;1959-11-15;73788;RICARDO JOSÉ MAGALHÃES BARROS;RICARDO BARROS;cc43f088-caee-48e9-8d58-8e933bb1b93d
;1951-04-03;141529;ROBERTO PEREIRA DE BRITTO;ROBERTO BRITTO;0e4c946b-bd04-4af2-88aa-9b68cef43afa
;1952-04-17;141472;JOSÉ RICARDO ALVARENGA TRIPOLI;RICARDO TRIPOLI;2eca34af-77e8-4987-a3d9-ea316fc99373
;1960-05-27;152610;BENEDITO ROBERTO ALVES FERREIRA;ROBERTO ALVES;2c151bec-dbb9-43eb-af0d-c77bf53cca9e
;1972-09-04;178925;REJANE RIBEIRO SOUSA DIAS;REJANE DIAS;1d7fb67f-e08e-433c-a02a-ad8ddfca8c18
;1980-04-11;160654;RENZO DO AMARAL BRAZ;RENZO BRAZ;184ae212-7bac-42a4-a475-0287bb819721
;1939-08-13;73786;REINHOLD STEPHANES;REINHOLD STEPHANES;a689115b-e230-41af-9201-7886dfd2b7ad
;1966-08-07;178960;REMIDIO MONAI MONTESSI;REMÍDIO MONAI;205a5ebd-3cdc-4ec3-92da-154425665f63
;1960-10-01;141527;RENATO DELMAR MOLLING;RENATO MOLLING;44944507-d6f1-4154-818e-7d089f4cb3aa
;1982-04-15;178989;RENATA HELLMEISTER DE ABREU;RENATA ABREU;0a763ce3-a14e-4b5e-9205-34635b9dedab
;1973-04-02;74161;REGINALDO LÁZARO DE OLIVEIRA LOPES;REGINALDO LOPES;872fb2e3-33db-470a-b3ba-c8ed360b0f0a
;1952-04-03;74048;RAUL BELENS JUNGMANN PINTO;RAUL JUNGMANN;13a5b77c-2c3d-4044-9c80-1f91350f847a
;1972-11-20;195581;RICARDO ANTONIO BUAINAIN DIAS;RICARDO BENTINHO;a2b88193-0107-4795-9a8f-0fb80c42d4e0
;1951-03-30;74216;RAIMUNDO GOMES DE MATOS;RAIMUNDO GOMES DE MATOS;383d2e0d-4709-4938-9f02-f5152ef0559c
;1986-08-15;178951;RAFAEL HUETE DA MOTTA;RAFAEL MOTTA;e1ef7927-e90a-4df0-80ed-c7edde99b3f2
;1964-10-01;160639;MARIA AUXILIADORA SEABRA REZENDE;PROFESSORA DORINHA SEABRA REZENDE;026c0d58-0886-4496-bf43-bc77662aae50
;1963-07-24;178998;TANIA RAQUEL DE QUEIROZ MUNIZ;RAQUEL MUNIZ;6acae476-1cd6-4991-a56a-b000cdf0ac8a
;1963-03-19;170673;SERGIO PAULO DE OLIVEIRA;PROFESSOR SÉRGIO DE OLIVEIRA;3b71f5eb-cd8e-4ba3-8097-c2b82bf54f76
;1945-12-27;80920;JOSÉ LUIZ DE FRANÇA PENNA;PENNA;10678721-e6be-449f-a8ec-78eafee31515
;1975-05-13;195997;POLLYANA FATIMA GAMA SANTOS;POLLYANA GAMA;ec02291d-aa1c-497a-b718-773bdbdd6ad1
;1985-05-01;178844;PEDRO TORRES BRANDÃO VILELA;PEDRO VILELA;ee0b2058-6957-444b-b07d-17c329320692
;1973-06-21;160641;MARCIVANIA DO SOCORRO DA ROCHA FLEXA;PROFESSORA MARCIVANIA;149d5d03-3d3f-42c2-8c4c-7262f55f57d3
;1952-10-12;200153;GEDEAO TIMOTEO AMORIM;PROF. GEDEÃO AMORIM;0613f7ca-8cdf-4dec-8824-821f085c4001
;1961-04-30;148134;VICTORIO GALLI FILHO;PROFESSOR VICTÓRIO GALLI;7897a8a5-b64e-4fcb-8b81-d8c6a6928d29
;1958-10-29;141445;GILBERTO JOSÉ SPIER VARGAS;PEPE VARGAS;bfb77168-d97e-4973-8ef6-4f36e52c564e
;1988-08-15;178912;PEDRO OLIVEIRA CUNHA LIMA;PEDRO CUNHA LIMA;26c05b28-d38e-49d5-b8db-e85a8202fe12
;1963-03-10;160604;PEDRO FRANCISCO UCZAI;PEDRO UCZAI;a21f02f6-d95f-472d-a313-32a6e5de82ce
;1972-06-29;122158;PEDRO PAULO CARVALHO TEIXEIRA;PEDRO PAULO;ff9114bd-2753-4a2c-ab7e-c68ca05b13a8
;1949-03-02;74449;PEDRO FERNANDES RIBEIRO;PEDRO FERNANDES;bf613c9f-c727-48cc-a654-e73c4b211243
;1956-02-24;141518;PAULO PEREIRA DA SILVA;PAULO PEREIRA DA SILVA;ea611754-0164-46d8-94a3-9cfd07bae4b1
;1965-03-19;74400;PAULO ROBERTO SEVERO PIMENTA;PAULO PIMENTA;923a63e8-0a08-4f32-8a54-5b7cb6c083ea
;1968-02-08;141517;PAULO HENRIQUE ELLERY LUSTOSA DA COSTA;PAULO HENRIQUE LUSTOSA;d99451ad-aed9-4e5b-9cab-56bee07df1ef
;1952-11-28;74574;PAULO SÉRGIO PARANHOS DE MAGALHÃES;PAULO MAGALHÃES;c690b41a-09fa-4042-af79-5f1b05bfe4d2
;1958-08-28;74812;PEDRO PINHEIRO CHAVES;PEDRO CHAVES;a5b2fe5f-95c5-4022-9e28-36604560bfde
;1956-04-30;160517;PAULO ROBERTO FOLETTO;PAULO FOLETTO;a7f95e4e-c79a-4b9b-a01f-b2afc8ecd7e2
;1963-01-14;178860;PAULO VELLOSO DANTAS AZI;PAULO AZI;365753a5-fcae-4c4e-a8da-d8e62334e9a1
;1981-04-20;193726;PAULO EDUARDO LIMA MARTINS;PAULO MARTINS;a7f7ff16-0696-41ec-80d4-29a1a78d0035
;1955-02-14;160558;PAULO ROBERTO FREIRE DA COSTA;PAULO FREIRE;eb22cf8c-fc73-4bbe-926d-86422257237f
